X;Y;amenageur;operateur;enseigne;idstation;station;adstation;codeinsee;Xlongitude;Ylatitude;nbrepdc;idpdc;puissmax;typeprise;accesrecharge;accessibilité;observations;date_maj
1.8713665;46.1675904003157;;;;;;;23096;1.8713665;46.1675904003157;1;;;;Gratuit;;node/7255549085;2020/03/01
1.4836261;46.2386643003039;;;;;;;23176;1.4836261;46.2386643003039;;;;;;;node/6391516672;2019/04/08
0.9351312;44.8915437004782;;;;;;;24015;0.9351312;44.8915437004782;;;;;;;node/5893057287;2018/09/08
0.6476075;45.3648213004293;;;;;;;24064;0.6476075;45.3648213004293;;;;;;;node/5844011817;2018/08/20
0.6480412;45.3609505004298;;;;;;;24064;0.6480412;45.3609505004298;;;;;;;node/5844009640;2018/08/20
0.9274197;44.9181685004758;;;;;;;24067;0.9274197;44.9181685004759;2;;;typee;Gratuit;;node/7105242838;2020/01/03
1.2942725;45.0580777004626;;;;;;;24085;1.2942725;45.0580777004626;;;;;;;node/5287418512;2017/12/16
0.6981085;45.3921806004261;;;;;;;24096;0.6981085;45.3921806004261;;;;;;;node/6425965952;2019/04/24
1.0128276;44.9360561004742;;;;;;;24172;1.0128276;44.9360561004742;2;;;typee;Gratuit;;node/7105557214;2020/01/03
1.2906067;44.8208702004844;;;;;;;24207;1.2906067;44.8208702004844;2;;;;;;node/5884261586;2018/09/17
1.1835686;44.825160300484;;;;;;;24355;1.1835686;44.825160300484;;;;;;;node/6925698941;2019/10/28
1.1835754;44.825168200484;;;;;;;24355;1.1835754;44.825168200484;;;;;;;node/6925698942;2019/10/28
1.245455;45.0631814004621;;;;;;;24364;1.245455;45.0631814004621;;;;;;;node/5895860789;2018/09/10
0.8405675;45.4198630004227;;;;;;;24425;0.8405675;45.4198630004228;;;;;;;node/5479658887;2018/03/15
6.3380062;47.3472224000875;;;;;;;25047;6.3380062;47.3472224000875;;;;type2;;;node/6046665314;2018/11/08
5.9012938;47.234507200112;;;;;;;25147;5.9012938;47.234507200112;;;;;;;node/5893310910;2019/12/24
6.3395914;46.9239778001767;;;;;;;25204;6.3395914;46.9239778001767;;;;;;;node/6740344748;2020/03/14
6.3396327;46.9239412001767;;;;;;;25204;6.3396327;46.9239412001767;;;;;;;node/6740344749;2020/03/14
6.3396739;46.9239045001767;;;;;;;25204;6.3396739;46.9239045001768;;;;;;;node/6740344750;2020/03/14
6.3736179;46.7769458002059;;;;;;;25307;6.3736179;46.7769458002059;;;;;;;node/6617759091;2020/03/14
6.3208991;46.9145227001786;;;;;;;25309;6.3208991;46.9145227001787;;;;;;;node/7689350620;2020/07/06
6.145666;47.1068201001391;;;;;;;25434;6.145666;47.1068201001391;2;;;;;;node/7033568816;2019/12/04
6.3442169;46.9010453001814;;;;;;;25462;6.3442169;46.9010453001814;2;;;;Gratuit;24/7;node/7259508182;2020/03/21
4.8841457;44.9589390004721;;;;;;;26058;4.8841457;44.9589390004721;2;;;;;;node/7265586893;2020/03/05
5.7068181;44.6653833004967;;;;;;;26168;5.7068181;44.6653833004967;2;;;;;;node/5893046634;2020/03/14
5.0244614;44.9326404004745;;;;;;;26197;5.0244614;44.9326404004745;1;;;;;;node/4957221959;2017/07/07
5.0305702;45.0444352004639;;;;;;;26281;5.0305702;45.0444352004639;4;;;;;;node/6528726712;2019/06/06
5.2751604;44.5702584005035;;;;;;;26321;5.2751604;44.5702584005035;;;;;;;node/6939917948;2019/11/02
4.9127537;44.915913700476;;;;;;;26362;4.9127537;44.9159137004761;3;;;;;;node/7721912846;2020/07/16
4.93048716729396;44.9201430977227;;;;;;;26362;4.93048716729396;44.9201430977227;2;;;type2;;;way/737627679;2019/10/22
0.5966623;49.0872766996707;;;;;;;27056;0.5966623;49.0872766996707;;;;;;;node/7707624294;2020/07/12
0.6013421;49.0909143996698;;;;;;;27056;0.6013421;49.0909143996699;;;;;;;node/7707642932;2020/07/12
0.3974192;49.4180425995896;;;;;;;27169;0.3974192;49.4180425995896;2;;;;;;node/7733520724;2020/07/21
1.0764465;48.8699209997246;;;;;;;27198;1.0764465;48.8699209997246;;;;;;;node/3111187129;2014/10/04
0.5138795;49.3518280996057;;;;;;;27467;0.5138795;49.3518280996057;;;;;;;node/7713099430;2020/07/14
1.4634416;49.0960305996686;;;;;;;27681;1.4634416;49.0960305996686;;;;;;;node/3761241001;2015/09/27
1.0833737;48.2407666998797;;;;;;;28161;1.0833737;48.2407666998797;;;;type2,chademo;;;node/6152312299;2018/12/21
-3.5760726;48.2773126998708;;;;;;;29024;-3.5760726;48.2773126998708;;;;;;;node/5894480584;2018/09/09
-3.5718223;48.2754238998712;;;;;;;29024;-3.5718223;48.2754238998712;;;;;;;node/3921019980;2015/12/31
-3.905348;47.8632889999701;;;;;;;29039;-3.905348;47.8632889999701;;;;;Payant;;node/6848326419;2019/10/03
-4.3492797;48.0893459999163;;;;;;;29046;-4.3492797;48.0893459999163;;;;;;;node/7086934766;2019/12/26
-4.3121318;48.5619762998009;;;;;;;29124;-4.3121318;48.5619762998009;;;;;;;node/4683878336;2017/02/15
-3.8745254;48.5083788998141;;;;;;;29163;-3.8745254;48.5083788998141;;;;;;;node/5780246929;2018/07/23
-4.665396;48.0373160999288;;;;;;;29168;-4.665396;48.0373160999288;;;;;;;node/6318651797;2019/03/05
-4.3479185;48.3840179998447;;;;;;;29189;-4.3479185;48.3840179998447;4;;;;;;node/5067074714;2017/08/29
8.7948876;42.5511998005201;;;;;;;2B050;8.7948876;42.5511998005201;1;;;type2;;;node/6734952232;2020/03/14
8.9062257;42.5892855005219;;;;;;;2B296;8.9062257;42.5892855005219;2;;;type2,typee;;;node/6440358617;2020/03/14
4.1069964;44.1173385005283;;;;;;;30007;4.1069964;44.1173385005283;2;;;;;;node/6697592648;2019/08/09
4.1069968;44.1173801005283;;;;;;;30007;4.1069968;44.1173801005283;2;;;;;;node/6697592647;2019/08/09
4.1085622;44.1152739005284;;;;;;;30007;4.1085622;44.1152739005284;;;;;;;node/6697592665;2019/08/09
4.3163228;43.8125131005379;;;;;;;30189;4.3163228;43.8125131005379;;;;;;;node/6332776169;2019/03/12
4.3167877;43.8126828005378;;;;;;;30189;4.3167877;43.8126828005379;;;;;;;node/6332782325;2019/03/12
4.3652647;43.8099843005379;;;;;;;30189;4.3652647;43.8099843005379;;;;;;;node/6927640321;2019/10/29
0.667531;42.9737771005359;;;;;;;31009;0.667531;42.9737771005359;;;;;;;node/6819506618;2019/09/24
0.667770753694848;42.9738684856289;;;;;;;31009;0.667770753694848;42.9738684856289;;;;;;;way/509601286;2017/07/23
1.4883835;43.6146723005411;;;;;;;31044;1.4883835;43.6146723005411;2;;;;;;node/6481608251;2019/05/17
1.294756;43.398087200542;;;;;;;31181;1.294756;43.398087200542;;;;;;;node/7388899710;2020/04/10
1.3041602;43.756977500539;;;;;;;31232;1.3041602;43.756977500539;;;;;;;node/4581800361, station de recharge du garage Renault, sert pour la Zoé de démo, apparemment une station de recharge rapide;2016/12/30
1.654642;43.5615450005415;;;;;;;31271;1.654642;43.5615450005416;;;;;;;node/6932173064;2019/10/30
1.0015676;43.1963039005403;;;;;;;31324;1.0015676;43.1963039005403;;;;;;;node/5352717679;2019/12/04
1.1357589;43.2797853005413;;;;;;;31476;1.1357589;43.2797853005413;;;;;;;node/6494803958;2019/05/23
1.1751062;43.5132878005418;;;;;;;31499;1.1751062;43.5132878005418;;;;;;;node/7154102544;2020/01/23
1.178455;43.5142780005418;;;;;;;31499;1.178455;43.5142780005418;;;;;;;node/7154102556;2020/02/05
1.1784726;43.5142649005418;;;;;;;31499;1.1784726;43.5142649005418;;;;;;;node/7154102546;2020/02/05
1.2726018;43.5782121005414;;;;;;;31526;1.2726018;43.5782121005414;;;;;;;node/5218281326;2017/11/08
1.3892956;43.5641469005415;;;;;;;31555;1.3892956;43.5641469005415;2;;;;;;node/5813122856;2020/03/27
1.3893138;43.5641895005415;;;;;;;31555;1.3893138;43.5641895005415;2;;;;;;node/5810959952;2018/08/06
1.3893315;43.5642323005415;;;;;;;31555;1.3893315;43.5642323005415;2;;;;;;node/5810964256;2018/08/06
1.3893484;43.5642738005415;;;;;;;31555;1.3893484;43.5642738005415;2;;;;;;node/5810964270;2018/08/06
1.4738385;43.5659177005415;;;;;;;31555;1.4738385;43.5659177005415;;;;;Gratuit;;node/6493223851;2019/05/22
1.7169762;43.3975508005419;;;;;;;31582;1.7169762;43.397550800542;2;;;;Payant;;node/5237482095;2017/11/19
0.7617195;43.5211203005418;;;;;;;32412;0.7617195;43.5211203005418;;;;;;;node/3797389464;2015/10/21
0.7622379;43.5160828005418;;;;;;;32412;0.7622379;43.5160828005418;4;;;;Gratuit;;node/3797378089;2015/10/21
-0.6142958;44.8514698004817;;;;;;;33063;-0.6142958;44.8514698004817;2;;;type2_combo,type2,chademo;Gratuit;24/7;node/6360504944;2020/03/14
-0.6103747;44.8324868004834;;;;;;;33063;-0.6103747;44.8324868004834;2;;;;;;node/5876695155;2020/01/23
-0.6103019;44.8326227004833;;;;;;;33063;-0.6103019;44.8326227004834;4;;;;;;node/4437699789;2020/01/23
-0.5671193;44.8384273004829;;;;;;;33063;-0.5671193;44.8384273004829;2;;;;;;node/1797562757;2019/04/29
-0.5608768;44.8415003004826;;;;;;;33063;-0.5608768;44.8415003004826;2;;;;;;node/2519096437;2019/05/23
-0.5560688;44.8402226004827;;;;;;;33063;-0.5560688;44.8402226004827;2;;;;;;node/2717199987;2014/09/27
-0.2528011;44.5435887005053;;;;;;;33227;-0.2528011;44.5435887005054;4;;;type2;;;node/4545480008, 4 x prise domestique : 3 Kw 2 x prise Type 2 : 3 - 22 Kw 2 x prise evplug : 3 - 22 Kw;2016/12/08
-0.2436583;44.9142990004762;;;;;;;33243;-0.2436583;44.9142990004762;;;;;;;node/6012617076;2018/10/25
-0.2414629;44.9179335004759;;;;;;;33243;-0.2414629;44.9179335004759;;;;;;;node/6012624287;2018/10/25
-0.2413241;44.9115709004764;;;;;;;33243;-0.2413241;44.9115709004764;;;;;;;node/6012609052;2019/12/25
-0.2329992;44.9059264004769;;;;;;;33243;-0.2329992;44.9059264004769;2;;;;Payant;;node/6901051174;2019/10/21
-0.9195186;44.6180671005002;;;;;;;33284;-0.9195186;44.6180671005002;;;;;;;node/4717002302;2017/03/04
-0.8670522;44.5505598005049;;;;;;;33498;-0.8670522;44.5505598005049;;;;;;;node/6170841703;2018/12/29
3.9344485;43.6597138005405;;;;;;;34090;3.9344485;43.6597138005406;;;;;;;node/5718151622;2018/06/25
3.9581308;43.5785779005414;;;;;;;34154;3.9581308;43.5785779005414;;;;;;;node/5437732499;2018/02/26
4.0115077;43.624612600541;;;;;;;34154;4.0115077;43.624612600541;;;;;;;node/4955517647;2017/07/06
3.5966973;43.431782500542;;;;;;;34157;3.5966973;43.431782500542;;;;;;;node/6388038352;2019/04/06
3.9245169;43.6036832005412;;;;;;;34172;3.9245169;43.6036832005412;;;;;;;node/2393685524;2014/12/30
3.9418752;43.5717857005415;;;;;;;34198;3.9418752;43.5717857005415;;;;;;;node/4438721986;2017/02/16
3.862995;43.7661255005388;;;;;;;34276;3.862995;43.7661255005388;;;;;;;node/7617381385;2020/06/13
3.6906672;43.411877000542;;;;;;;34301;3.6906672;43.411877000542;;;;;;;node/6329740385;2019/03/10
3.9745131;43.6529806005406;;;;;;;34327;3.9745131;43.6529806005407;2;;;typee;;;node/6939088796;2020/02/14
4.0799461;43.5597699005416;;;;;;;34344;4.0799461;43.5597699005416;;;;;;;node/7107234516;2020/01/04
-1.5332588;48.1346858999054;;;;;;;35001;-1.5332588;48.1346858999054;;;;;;;node/4071505646;2019/01/26
-1.6812211;47.8498272999732;;;;;;;35012;-1.6812211;47.8498272999732;2;;;;Gratuit;;node/6518785358;2019/06/03
-1.636827;48.1811391998941;;;;;;;35024;-1.636827;48.1811391998941;;;;;;;node/4071505648;2016/03/21
-1.7583614;48.0297608999306;;;;;;;35047;-1.7583614;48.0297608999306;;;;;;;node/4071505621;2017/04/09
-1.6149589;48.1076607999119;;;;;;;35051;-1.6149589;48.1076607999119;;;;;;;node/4071505630;2016/09/10
-1.6149074;48.1076684999119;;;;;;;35051;-1.6149074;48.1076684999119;;;;;;;node/3384435799;2020/03/14
-1.6289432;48.0850100999173;;;;;;;35055;-1.6289432;48.0850100999173;2;;;;;;node/6069095866;2018/11/17
-1.6260464;48.0886737999164;;;;;;;35055;-1.6260464;48.0886737999165;2;;;;Gratuit;;node/4425584285;2019/07/20
-1.6252776;48.0879892999166;;;;;;;35055;-1.6252776;48.0879892999166;2;;;;Payant;;node/4419271177;2019/07/20
-1.3192753;47.8200926999802;;;;;;;35167;-1.3192753;47.8200926999802;;;;;;;node/5371108562;2018/01/29
-1.7072469;48.1556196999003;;;;;;;35189;-1.7072469;48.1556196999003;;;;;;;node/4071505647;2017/03/21
-1.7071929;48.1555244999003;;;;;;;35189;-1.7071929;48.1555244999003;;;;;;;node/3919289380;2017/03/21
-1.846678;48.0734151999201;;;;;;;35196;-1.846678;48.0734151999201;;;;;;;node/4071505622;2016/03/21
-2.0940504;47.6529152000189;;;;;;;35236;-2.0940504;47.652915200019;2;;;;;;node/6051903585;2018/11/10
-1.7266769;48.1075272999119;;;;;;;35238;-1.7266769;48.1075272999119;2;;;;;Mo-Su 11:00-23:00;node/5569277134;2018/04/21
-1.7135901;48.1149484999101;;;;;;;35238;-1.7135901;48.1149484999101;1;;;;;;node/4071505639;2016/12/09
-1.7135036;48.1017982999133;;;;;;;35238;-1.7135036;48.1017982999133;1;;;;;Mo-Fr 09:30-19:30; Sa 09:30-19:00;node/5569300238;2018/04/21
-1.6862328;48.1135228999105;;;;;;;35238;-1.6862328;48.1135228999105;;;;;;;node/4071505638;2016/03/21
-1.6833812;48.1109741999111;;;;;;;35238;-1.6833812;48.1109741999111;1;;;;;;node/4071505636;2017/07/01
-1.68338;48.1110085999111;;;;;;;35238;-1.68338;48.1110085999111;2;;;;;;node/4071505635;2017/07/01
-1.6805368;48.1100805999113;;;;;;;35238;-1.6805368;48.1100805999113;;;;;;;node/4071505633;2016/03/21
-1.6797275;48.1084790999117;;;;;;;35238;-1.6797275;48.1084790999117;2;;;;;;node/4071505632;2017/03/13
-1.6785122;48.082210999918;;;;;;;35238;-1.6785122;48.082210999918;4;;;;Gratuit;Mo-Fr 09:30-20:30; Sa 09:00-20:00;node/3845085109;2015/11/19
-1.6775158;48.082397799918;;;;;;;35238;-1.6775158;48.082397799918;;;;;;;node/4071505623;2016/03/21
-1.6771622;48.1061491999122;;;;;;;35238;-1.6771622;48.1061491999123;;;;;;;node/4071505628;2016/03/21
-1.677096;48.11547709991;;;;;;;35238;-1.677096;48.11547709991;;;;;;;node/4071505640;2016/03/21
-1.6769611;48.1061708999122;;;;;;;35238;-1.6769611;48.1061708999123;;;;;;;node/4071505629;2016/03/21
-1.675076;48.0931522999154;;;;;;;35238;-1.675076;48.0931522999154;;;;;Gratuit;;node/4071505625;2019/01/26
-1.674215;48.0924762999155;;;;;;;35238;-1.674215;48.0924762999156;2;;;;Gratuit;24/7;node/6296500313;2019/02/22
-1.6742128;48.0924036999155;;;;;;;35238;-1.6742128;48.0924036999156;2;;;;Gratuit;24/7;node/3847703655;2017/02/10
-1.6735004;48.1108286999111;;;;;;;35238;-1.6735004;48.1108286999111;;;;;;;node/4071505634;2016/07/29
-1.6734414;48.1023537999131;;;;;;;35238;-1.6734414;48.1023537999132;;;;;;;node/4071505627;2016/11/25
-1.6730733;48.1021507999132;;;;;;;35238;-1.6730733;48.1021507999132;;;;;;;node/4071505626;2016/11/25
-1.6707633;48.1180934999094;;;;;;;35238;-1.6707633;48.1180934999094;;;;;;;node/4071505641;2016/09/02
-1.6703924;48.1115601999109;;;;;;;35238;-1.6703924;48.1115601999109;2;;;;;;node/5000839920;2017/07/28
-1.6703403;48.1115578999109;;;;;;;35238;-1.6703403;48.111557899911;2;;;;;;node/4071505637;2017/07/28
-1.6666669;48.1084823999117;;;;;;;35238;-1.6666669;48.1084823999117;;;;;;;node/4071505631;2016/03/21
-1.6602267;48.123889199908;;;;;;;35238;-1.6602267;48.123889199908;;;;;;;node/4071505643;2016/03/21
-1.6348194;48.1218442999085;;;;;;;35238;-1.6348194;48.1218442999085;2;;;;;;node/6005938677;2018/10/22
-1.6957247;48.1381670999045;;;;;;;35278;-1.6957247;48.1381670999045;2;;;;;;node/5803757227;2020/07/18
-1.6854393;48.1391283999043;;;;;;;35278;-1.6854393;48.1391283999043;;;;;;;node/6874521433;2019/10/13
-2.0081069;48.6515114997787;;;;;;;35288;-2.0081069;48.6515114997787;;;;;;;node/5467753289;2018/03/09
-1.1723725;48.3359070998565;;;;;;;35324;-1.1723725;48.3359070998565;;;;type2;;;node/3442548593;2017/03/12
-1.6236393;48.0637172999224;;;;;;;35352;-1.6236393;48.0637172999224;;;;;;Mo-Sa 08:45-20:30;node/2300035742;2016/07/24
-1.2130354;48.1229093999082;;;;;;;35360;-1.2130354;48.1229093999082;;;;;;;node/6708619078;2019/08/13
-1.2067629;48.1192223999091;;;;;;;35360;-1.2067629;48.1192223999091;2;;;;;;node/7217160182;2020/02/16
1.1116227;46.7051619002198;;;;;;;36066;1.1116227;46.7051619002198;;;;;;;node/4195770977;2016/05/19
1.5836495;46.4409391002688;;;;;;;36070;1.5836495;46.4409391002688;1;;;;;;node/4503091596;2016/11/15
1.3057758;46.7985483002017;;;;;;;36123;1.3057758;46.7985483002017;;;;;;;node/7617795349;2020/06/13
1.3535593;46.8006920002013;;;;;;;36232;1.3535593;46.8006920002013;;;;;;;node/4340703119;2016/08/08
0.466832;47.2615516001062;;;;;;;37014;0.466832;47.2615516001062;2;;;;;;node/3986256091;2016/02/06
0.3550494;47.2949633000989;;;;;;;37038;0.3550494;47.2949633000989;;;;;Payant;;node/7667596605;2020/06/29
0.69859;47.3355000000901;;;;;;;37050;0.69859;47.3355000000901;;;;;;;node/7596768924;2020/06/05
0.6087962;47.4702257000603;;;;;;;37059;0.6087962;47.4702257000603;;;;;;;node/7093441509;2019/12/29
0.9082238;47.5897915000333;;;;;;;37063;0.9082238;47.5897915000334;;;;;;;node/4327306584;2016/07/29
0.6495868;47.6595168000174;;;;;;;37068;0.6495868;47.6595168000174;2;;;;;;node/7257206969;2020/03/02
0.2403983;47.1674665001263;;;;;;;37072;0.2403983;47.1674665001263;2;;;;;;node/6535856664;2020/03/14
0.9849537;47.340353700089;;;;;;;37091;0.9849537;47.340353700089;;;;;;;node/5870953173;2019/11/27
0.7880456;47.0246323001562;;;;;;;37094;0.7880456;47.0246323001562;;;;;;;node/7386130729;2020/04/09
1.032134;47.5406923000445;;;;;;;37095;1.032134;47.5406923000445;;;;;;;node/4439003984;2016/10/09
0.9507476;47.3459350000878;;;;;;;37096;0.9507476;47.3459350000878;;;;;;;node/5870953174;2018/08/31
0.7812803;47.2846306001012;;;;;;;37104;0.7812803;47.2846306001012;2;;;;;;node/6284703969;2019/02/17
0.4248762;47.1199560001363;;;;;;;37119;0.4248762;47.1199560001363;2;;;;;;node/5538726809;2020/02/24
0.2754119;47.111999800138;;;;;;;37129;0.2754119;47.111999800138;2;;;;;;node/7689110861;2020/07/06
0.8254205;47.3875221000787;;;;;;;37156;0.8254205;47.3875221000787;;;;;;;node/6253568679;2019/02/02
0.6666041;47.390668000078;;;;;;;37195;0.6666041;47.390668000078;1;;;;;;node/2683115001;2020/03/28
0.2992137;47.253171400108;;;;;;;37197;0.2992137;47.253171400108;2;;;;;;node/5643506634;2020/02/24
0.7278543;47.3683380000829;;;;;;;37208;0.7278543;47.3683380000829;2;;;;;;node/4195773252;2020/02/24
0.6570034;47.4235691000707;;;;;;;37214;0.6570034;47.4235691000707;2;;;;;;node/7106860822;2020/03/14
0.6572636;47.4231880000708;;;;;;;37214;0.6572636;47.4231880000708;8;;;typee;Gratuit;;node/7106860821;2020/01/04
0.7179995;47.3917134000777;;;;;;;37233;0.7179995;47.3917134000777;2;;;;Payant;;node/7533386285;2020/05/19
0.5495924;47.3486182000872;;;;;;;37243;0.5495924;47.3486182000872;;;;;;;node/7292000131;2020/03/13
0.6765542;47.3843950000794;;;;;;;37261;0.6765542;47.3843950000794;2;;;;;;node/7252775508;2020/03/28
0.510993;47.3411288000889;;;;;;;37272;0.510993;47.3411288000889;2;;;;;;node/6989185743;2020/03/28
5.3694322;45.809752800371;;;;;;;38083;5.3694322;45.809752800371;;;;;;;node/5643637121;2018/05/26
5.4125675;45.1704748004511;;;;;;;38117;5.4125675;45.1704748004511;;;;;Gratuit;;node/6612188252;2019/07/13
5.7289279;45.1502249004532;;;;;;;38151;5.7289279;45.1502249004532;2;;;type2;Payant;;node/7293235668;2020/03/13
5.7128917;45.1917660004488;;;;;;;38185;5.7128917;45.1917660004488;;;;;;;node/3262270696;2020/03/24
5.2211069;45.6139429003981;;;;;;;38193;5.2211069;45.6139429003981;4;;;;;;node/5582322794;2020/03/06
5.2255703;45.6137119003981;;;;;;;38193;5.2255703;45.6137119003981;;;;type2,typee;;;node/6350613438;2020/03/06
5.4051581;45.2379042004438;;;;;;;38278;5.4051581;45.2379042004438;;;;;Gratuit;;node/5736017185;2018/10/02
5.4652732;45.2063997004472;;;;;;;38390;5.4652732;45.2063997004472;4;;;typee;Gratuit;;node/5736017184;2020/05/21
5.311511;45.1483476004534;;;;;;;38416;5.311511;45.1483476004534;;;;;;;node/5319830970;2018/01/04
5.7676999;45.1840691004496;;;;;;;38421;5.7676999;45.1840691004496;;;;;;;node/7061502132;2019/12/16
5.7764362;45.1815519004499;;;;;;;38421;5.7764362;45.1815519004499;2;;;;;;node/7294869927;2020/03/14
5.7451589;45.1981756004481;;;;;;;38516;5.7451589;45.1981756004481;;;;;;;node/6564703683;2019/06/22
5.7451801;45.1982091004481;;;;;;;38516;5.7451801;45.1982091004481;;;;;;;node/6564703682;2019/06/22
5.7452032;45.1982483004481;;;;;;;38516;5.7452032;45.1982483004481;3;;;;;;node/6564703681;2020/02/24
5.7452304;45.1982920004481;;;;;;;38516;5.7452304;45.1982920004481;;;;;;;node/6564703680;2019/06/22
5.7452485;45.1983260004481;;;;;;;38516;5.7452485;45.1983260004481;;;;;;;node/6564703679;2019/06/22
5.4765468;45.4856106004146;;;;;;;38560;5.4765468;45.4856106004146;2;;;;;;node/7652898640;2020/06/25
-1.2500824;44.4448567005117;;;;;;;40046;-1.2500824;44.4448567005117;;;;;;;node/7090491915;2019/12/28
-1.167693;44.3956289005146;;;;;;;40046;-1.167693;44.3956289005146;;;;;;;node/7306352563;2020/03/18
-1.0534758;43.7150215005397;;;;;;;40088;-1.0534758;43.7150215005398;1;;;;;;node/6150075743;2018/12/20
-1.0520965;43.69566270054;;;;;;;40088;-1.0520965;43.6956627005401;1;;;;;;node/6709907917;2019/08/14
-1.4269178;43.5954493005413;;;;;;;40133;-1.4269178;43.5954493005413;;;;;;;node/6987155531;2020/03/14
-0.503035;43.8850022005361;;;;;;;40192;-0.503035;43.8850022005361;2;;;;;;node/3918363956;2020/06/18
-0.4596916;43.8950928005358;;;;;;;40192;-0.4596916;43.8950928005358;2;;;;;;node/7633499520;2020/06/18
-1.0728869;44.353186100517;;;;;;;40217;-1.0728869;44.353186100517;;;;;;;node/7638470399;2020/06/20
-1.0607528;43.7609298005389;;;;;;;40279;-1.0607528;43.7609298005389;;;;;;;node/4769002524;2018/12/15
-0.5912129;43.8649539005366;;;;;;;40280;-0.5912129;43.8649539005366;;;;;;;node/7681235724;2020/07/03
1.3249577;47.6149150000276;;;;;;;41018;1.3249577;47.6149150000276;4;;;type2,type3c,typee;;Mo-Sa 09:00-20:00;node/4547995555;2017/01/02
1.0739783;47.7913407999869;;;;;;;41269;1.0739783;47.7913407999869;;;;;;;node/5983117628;2020/06/07
3.9838791;45.9930837003436;;;;;;;42120;3.9838791;45.9930837003436;;;;;;;node/3256803061;2014/12/28
4.3834699;45.4517744004188;;;;;;;42218;4.3834699;45.4517744004188;1;;;;;;node/5581191023;2018/04/26
4.3913165;45.4546870004185;;;;;;;42218;4.3913165;45.4546870004185;;;;;;;node/6788869343;2019/09/11
4.3946533;45.434007900421;;;;;;;42218;4.3946533;45.434007900421;;;;;;;node/6777561666;2020/03/14
4.3993227;45.4407790004202;;;;;;;42218;4.3993227;45.4407790004202;3;;;;;;node/6550568608;2019/06/16
4.4192152;45.4495515004191;;;;;;;42218;4.4192152;45.4495515004191;;;;;;;node/3500672487;2015/05/06
4.4446538;45.4488413004192;;;;;;;42237;4.4446538;45.4488413004192;;;;;;;node/6805526672;2019/09/18
3.9165512;45.0496922004634;;;;;;;43041;3.9165512;45.0496922004634;2;;;type2,chademo;Gratuit;;node/6171186347;2018/12/29
3.6966593;45.3165089004349;;;;;;;43048;3.6966593;45.3165089004349;;;;;;;node/7127828825;2020/01/13
3.8857558;45.0407122004643;;;;;;;43157;3.8857558;45.0407122004643;2;;;type2;Gratuit;24/7;node/5075008374;2020/03/14
-1.9109928;47.1248324001353;;;;;;;44005;-1.9109928;47.1248324001353;;;;;;;node/4810313440;2017/07/17
-1.7897657;47.4150481000726;;;;;;;44056;-1.7897657;47.4150481000726;;;;;;;node/5028121768;2017/08/11
-1.5102798;47.2755637001031;;;;;;;44109;-1.5102798;47.2755637001031;2;;;;;;node/7215728342;2020/02/16
-1.5100571;47.2589597001067;;;;;;;44109;-1.5100571;47.2589597001067;;;;;;;node/6681678485;2019/08/04
-1.5092951;47.2580178001069;;;;;;;44109;-1.5092951;47.2580178001069;2;;;;;;node/6681658790;2019/08/04
-1.6311697;47.2218657001147;;;;;;;44162;-1.6311697;47.2218657001147;;;;;;;node/6774992589;2019/09/05
1.680734;47.8199773999802;;;;;;;45024;1.680734;47.8199773999802;;;;;;;node/4944883006;2017/06/30
2.2224928;47.8599708999708;;;;;;;45082;2.2224928;47.8599708999708;;;;;;;node/7187149093;2020/02/05
2.135949;47.9090771999593;;;;;;;45142;2.135949;47.9090771999593;2;;;;;;node/6580246606;2020/03/14
1.8968252;47.9325158999537;;;;;;;45147;1.8968252;47.9325158999537;;;;;;;node/7419810640;2020/04/19
1.8972016;47.9285315999547;;;;;;;45147;1.8972016;47.9285315999547;;;;;;;node/7419769939;2020/04/19
1.9004091;47.9278476999548;;;;;;;45147;1.9004091;47.9278476999548;;;;;;;node/7419801132;2020/04/19
1.9058283;47.927004399955;;;;;;;45147;1.9058283;47.9270043999551;;;;;;;node/6439618459;2019/04/30
1.9060624;47.927032399955;;;;;;;45147;1.9060624;47.927032399955;;;;;;;node/6439616010;2019/04/30
1.9062451;47.927109799955;;;;;;;45147;1.9062451;47.927109799955;;;;;;;node/6439618460;2019/04/30
1.9186333;47.9450653999507;;;;;;;45147;1.9186333;47.9450653999507;;;;;;;node/5997433757;2018/10/19
1.8980515;47.8655770999695;;;;;;;45232;1.8980515;47.8655770999695;;;;;;;node/6172744833;2018/12/30
1.8973301;47.9159546999576;;;;;;;45234;1.8973301;47.9159546999576;;;;;;;node/7419756277;2020/04/19
1.9002805;47.9009080999612;;;;;;;45234;1.9002805;47.9009080999612;;;;;;;node/7419569861;2020/04/19
1.900532;47.9069661999598;;;;;;;45234;1.900532;47.9069661999598;;;;;;;node/7419553121;2020/04/19
1.9011103;47.9173182999573;;;;;;;45234;1.9011103;47.9173182999573;;;;;;;node/7419760899;2020/04/19
1.9241896;47.9134121999582;;;;;;;45234;1.9241896;47.9134121999583;;;;;;;node/7419740143;2020/04/19
1.92994;47.923023899956;;;;;;;45234;1.92994;47.923023899956;;;;;;;node/7419747873;2020/04/19
2.8097376;47.6696720000151;;;;;;;45245;2.8097376;47.6696720000151;;;;;;;node/1974242706;2012/10/19
2.8101449;47.669905400015;;;;;;;45245;2.8101449;47.6699054000151;;;;;;;node/1974242720;2012/10/19
